Card_ID	Ssn	Bname	Address	Phone
000829	778-11-2383	Sara Patterson	938 Vermont Crossing	9728715585
000830	432-34-5988	Samuel Henry	031 Hintze Terrace	9728253266
000831	110-87-5003	Phillip Kennedy	41 Leroy Center	4699950612
000832	862-95-3192	Robin Welch	4 Texas Trail	9727782143
000833	639-00-1709	Rose Garrett	2384 Carey Road	2148605621
000834	687-26-7934	Rebecca Meyer	38 Nelson Lane	9729362303
000835	648-00-1339	Michelle Reid	7 Sunbrook Circle	4699412469
000836	362-56-0347	Judy Rice	49031 Saint Paul Avenue	4699351827
000837	840-08-8767	Kevin Carroll	36 Jana Lane	4699640568
000838	268-14-2587	Kathryn Owens	664 Clemons Hill	2148122116
000839	211-96-5010	Brian Elliott	28 Graedel Hill	9728573817
000840	704-93-5430	Keith Alvarez	73423 Mallard Park	9729853882
000841	493-28-0872	Christopher Hamilton	42 Johnson Place	9727565173
000842	104-87-2254	Mildred Washington	093 Reindahl Alley	4698635699
000843	634-96-0779	Maria Patterson	435 Mockingbird Road	2146894556
000844	973-88-0017	Tammy Romero	77652 Quincy Junction	4696535925
000845	701-06-3601	Shirley Ellis	74 Boyd Circle	4699202738
000846	948-86-4146	Gerald Carter	6829 Aberg Park	2149941903
000847	405-84-3532	Sandra Diaz	73631 Arapahoe Plaza	2148323930
000848	648-26-1008	Joyce Miller	2 Annamark Center	9729616545
000849	401-78-7678	Edward Freeman	415 Di Loreto Plaza	9729894204
000850	138-67-0395	Willie Griffin	990 Moland Lane	2149288621
000851	576-90-5231	Eugene Gibson	11945 Delaware Trail	9729544027
000852	511-59-7913	Beverly Carroll	7263 Mariners Cove Park	2149177386
000853	427-26-2369	Kevin Weaver	9746 Springview Lane	4699422408
000854	981-70-0822	Diana Collins	00 Stoughton Pass	9728045134
000855	842-92-6012	Melissa Cole	405 Lukken Park	9727868554
000856	842-48-2817	Willie Young	4 Bowman Lane	2149284186
000857	420-41-5414	Juan Nichols	8095 Grover Point	4698043343
000858	571-34-6457	Kevin Mason	132 Huxley Street	4699738133
000859	977-49-7404	Ronald Owens	160 Forster Court	2149861282
000860	625-10-0221	Howard Mason	725 Shelley Street	9728849005
000861	344-02-3503	Scott Sullivan	3 Dottie Way	9728819868
000862	217-52-9370	Margaret Payne	706 Spenser Drive	9727600404
000863	676-28-3465	Ashley Dixon	07278 Arizona Road	9728189660
000864	927-53-6184	Marilyn Vasquez	85753 Sommers Parkway	2144358942
000865	369-13-2148	Amanda Olson	2 Thompson Hill	9729792331
000866	275-69-7155	Heather Fernandez	18106 Beilfuss Way	4698547653
000867	993-11-4983	Stephanie Diaz	52331 Monica Drive	2149128213
000868	867-83-7085	Roy Kelly	7053 Old Gate Alley	4699748373
000869	466-06-1410	Scott Chavez	3 Kingsford Avenue	4699633427
000870	632-92-1297	Donna Mitchell	4741 Kenwood Junction	2149513865
000871	585-80-2785	Louis Harris	2747 Rieder Plaza	2148863021
000872	512-23-3537	Henry Hansen	2900 Surrey Street	2149642420
000873	772-62-3065	Kathryn Porter	53 Dapin Parkway	9728448439
000874	190-88-7543	Anne Johnson	20069 Melvin Center	2149756054
000875	329-18-4164	Todd Taylor	97238 Onsgard Trail	2149373241
000876	654-19-5151	Julia Fernandez	34619 Marcy Crossing	9729669920
000877	591-02-8727	Craig Robinson	30 Sutteridge Point	4699190979
000878	299-37-0401	Nancy Shaw	5834 Village Crossing	2147882516
000879	939-58-3158	Lawrence Nichols	6423 Roth Park	2149252580
000880	170-66-3784	Jimmy Diaz	0301 Oriole Lane	4694730533
000881	740-80-4320	Bobby Mcdonald	3 Scoville Drive	9725277603
000882	953-63-4906	Jesse Cunningham	790 Marquette Hill	2149367626
000883	200-60-0963	Gregory Andrews	361 Sachs Crossing	2149730715
000884	499-38-8289	Tina Rogers	79 Forest Dale Road	4699849258
000885	312-18-8191	Henry Allen	9 Pennsylvania Street	9729392237
000886	215-99-1270	Carolyn Gordon	6 Fuller Avenue	4698295466
000887	154-27-1288	Louise Hudson	04798 Loeprich Alley	9729558037
000888	772-41-5591	John Vasquez	52 Darwin Park	4699781123
000889	888-06-1132	Kathryn Graham	45 Everett Pass	4699213046
000890	992-83-5801	Patricia Perkins	0 Heffernan Drive	9729718654
000891	252-88-4550	Henry Arnold	47 Becker Lane	9724702949
000892	534-51-9042	Ruby Bishop	5 International Point	9729444239
000893	292-84-4463	Phyllis Dunn	8316 Calypso Court	2148350529
000894	144-30-3599	Louise Wood	000 Mccormick Plaza	9729145297
000895	895-44-1229	Tammy Shaw	0 Carey Parkway	2149052378
000896	955-03-9519	Eric Rivera	466 Tony Circle	9729329658
000897	743-94-0520	Joe Williams	748 Schlimgen Avenue	9728528033
000898	140-10-0901	Aaron Snyder	1 American Ash Avenue	2149369743
000899	210-06-2715	Louis Clark	4284 Norway Maple Lane	9728727570
000900	357-34-7649	Sarah Chavez	3 Schmedeman Court	9725241820
000901	427-38-8763	Robin Ellis	67445 Dunning Lane	9728661973
000902	315-41-8687	Jessica Davis	12957 Independence Drive	9728425888
000903	829-97-1624	Lillian Stone	919 Judy Way	9728512126
000904	347-88-9624	Ruth Stanley	1 Warrior Pass	9729110228
000905	840-39-1806	Jesse Duncan	7787 Haas Hill	9726839815
000906	637-53-4929	Lori Hunter	39 Swallow Place	4696424787
000907	136-04-3559	Tammy Robinson	0378 Longview Plaza	4699332520
000908	713-24-6764	James Dunn	2 Luster Hill	2148499192
000909	414-66-2512	Earl White	3645 Ramsey Place	9729368134
000910	613-21-6220	Jeremy Rogers	91121 Moulton Plaza	4698428404
000911	733-94-6852	Earl Chapman	45 Moulton Junction	9729977819
000912	606-73-0914	Dorothy Miller	52 Hazelcrest Crossing	2148033680
000913	154-97-3290	Anna Lopez	49 3rd Terrace	2149594100
000914	369-65-4229	Gary Fuller	59 Macpherson Crossing	2149689302
000915	507-57-2316	Angela Nguyen	45542 Rutledge Avenue	2149780162
000916	325-17-0156	Paula Frazier	916 Maywood Court	2149341206
000917	866-10-0944	Daniel Johnson	76702 Caliangt Circle	4698288109
000918	650-99-3347	Raymond Burke	3001 Corscot Drive	4697490551
000919	417-25-3686	Anna Flores	730 Vera Avenue	2148209633
000920	128-67-5708	Kathleen Reed	89 Tomscot Street	2149410107
000921	412-58-0911	Linda Garcia	1 Luster Street	9729101369
000922	312-56-2889	Kevin Turner	3034 Kipling Drive	2148358339
000923	122-17-0911	Juan Dunn	18 Oak Drive	2148570040
000924	548-70-2653	Arthur Lane	79797 Fieldstone Circle	2148480150
000925	922-65-9466	Deborah Medina	4 Cambridge Park	9726795235
000926	380-74-6132	Lisa Castillo	856 Mitchell Junction	4699966025
000927	148-76-3309	Louis Rivera	210 Sunfield Trail	4699400843
000928	648-41-9002	Catherine Hunt	241 Gulseth Crossing	4699296433
000929	253-50-1861	Bobby Gomez	53 Kipling Place	4697478105
000930	237-32-1975	Johnny Jenkins	6757 Buena Vista Park	2147110231
000931	304-04-2180	Richard Sanchez	6 Bonner Road	2147898437
000932	416-32-8500	Fred Peterson	723 Emmet Avenue	2149290915
000933	731-41-2008	Gerald Jacobs	539 Pond Point	9729295037
000934	680-37-1075	Teresa Perry	67 Porter Center	4699377720
000935	358-57-1779	Joyce Watson	033 Fieldstone Pass	4699761235
000936	399-11-8418	Antonio Crawford	94232 Hudson Drive	4698180847
000937	263-34-5944	Shawn Hanson	88 Prairieview Terrace	4697123956
000938	871-14-1691	Sandra Hayes	8 Morning Parkway	9729011242
000939	651-25-8004	Jimmy Garrett	43 Clyde Gallagher Terrace	9729844957
000940	484-44-5282	Antonio Lawrence	08482 Merry Alley	9728433635
000941	983-14-0730	Marie Medina	7338 Pierstorff Circle	4698107312
000942	716-92-1888	Juan Allen	5 Victoria Alley	4699792886
000943	309-24-3620	Gerald Porter	11934 Upham Point	2147068751
000944	776-60-4123	Todd Brooks	7838 Moland Plaza	4697810440
000945	679-76-7522	Jean Rice	48712 Mockingbird Road	4699355450
000946	729-59-6353	Jack Day	2107 Kipling Plaza	2149136444
000947	628-48-3788	Amy Woods	5 Shoshone Crossing	4697734866
000948	785-13-2932	Raymond Greene	55619 Surrey Plaza	4699837473
000949	101-97-8660	Arthur Wright	158 John Wall Street	2149415089
000950	946-46-6223	Daniel Hunt	13709 Mariners Cove Center	9729152723
000951	481-28-6748	Julie Hamilton	6209 Ludington Pass	9728127230
000952	864-59-5290	Diana Garza	83139 Warrior Parkway	9728724808
000953	370-11-1197	Walter Cruz	463 Hanover Junction	9728369111
000954	850-05-9666	Mildred Ramirez	7 Anderson Lane	9728269318
000955	475-45-2130	Jean Gilbert	769 Colorado Center	4698506077
000956	704-23-0250	Frances Porter	16 Farwell Park	2149586327
000957	847-54-7019	Jane Carter	746 East Court	4698592686
000958	316-40-2743	Johnny Perry	5091 Melrose Court	4697832541
000959	973-44-7229	Donald Powell	1901 Laurel Pass	9729175123
000960	597-54-1860	Russell Morales	6 Continental Hill	4698331681
000961	853-02-8515	Earl Smith	73 Towne Hill	4699195433
000962	961-10-2631	Jane Phillips	9 Northland Place	4699815694
000963	340-38-2920	Ruby Black	01580 Main Alley	2148396582
000964	650-36-9913	Teresa Fernandez	50 Arrowood Circle	9729187531
000965	940-61-5781	Jacqueline Hamilton	792 Burrows Lane	9727855033
000966	136-33-6897	Anthony Elliott	82 Harper Lane	9729426006
000967	780-32-3564	Louise Henderson	58 Southridge Way	4698976813
000968	174-47-0894	Lillian Cruz	1202 Nevada Crossing	4695770003
000969	235-78-1401	David Davis	6266 Debs Place	2148647187
000970	919-55-8047	Janice Price	269 Farragut Trail	2149419869
000971	687-90-1452	Donald Palmer	12 5th Junction	4696774531
000972	535-61-9932	Donald Washington	978 Moose Plaza	9728447608
000973	328-03-3548	Jessica Jones	37 Melrose Court	9729060660
000974	608-66-0102	Amy Coleman	2562 Pond Junction	2149547729
000975	894-17-1936	Marie Ryan	4287 Canary Center	4699244203
000976	882-93-4808	Gloria Barnes	149 Columbus Avenue	2147970275
000977	328-50-2075	Charles Lawrence	7 Randy Terrace	9728138851
000978	179-35-6366	Patricia Hill	2506 Ridgeway Drive	4699329594
000979	223-32-8250	Ryan Young	40252 Lyons Terrace	2147424030
000980	504-76-4400	Willie Woods	99 Sunbrook Circle	2148102688
000981	131-82-6807	Cynthia Webb	6016 Leroy Way	2149752196
000982	470-80-0995	Joyce Cox	5027 Meadow Vale Way	9728324867
000983	210-87-6619	Debra Kim	303 Bashford Road	4697474090
000984	757-76-0049	Louise Harrison	13 American Ash Place	2148978864
000985	641-17-6232	Douglas Day	264 Packers Place	4698682443
000986	690-30-6386	Jane Hughes	05 Tony Junction	9729639605
000987	405-00-7979	Joan Wagner	76837 Heath Trail	9728413593
000988	697-50-5730	Joyce Gibson	0605 Old Shore Avenue	4698404916
000989	659-02-3329	Paula Harrison	7 Swallow Pass	4696225174
000990	647-36-9732	Bobby Dunn	785 Graedel Place	9729233432
000991	659-27-5045	Bonnie Ross	81741 Hallows Plaza	2149304665
000992	923-61-2260	Dennis Wheeler	8321 Mendota Crossing	2149327040
000993	646-30-1413	Jason Gutierrez	7 Pearson Way	9729908290
000994	968-11-7539	Diana Spencer	467 Menomonie Alley	9728509653
000995	784-77-6035	Jessica Thompson	73 Mandrake Center	9727283395
000996	468-32-4617	Sean Pierce	07 Laurel Park	4699873050
000997	647-49-5762	Alan Stewart	74154 Drewry Street	4699445061
000998	345-58-9435	Janice Robinson	7791 Maple Hill	9728556553
000999	504-57-5850	Barbara Carroll	5989 4th Avenue	2149992405
001000	362-54-6087	Lori Mccoy	71 Evergreen Crossing	9729757324
